Rnk Team                           W-  L     RATE      SOS
1514 Christendom                    4-  7   37.088   39.565 (1517)
1515 Johnson Bible                  1-  7   36.990   43.513 (1444)
1516 Providence MB                  1-  6   36.890   40.801 (1500)
1517 King's Univ Coll               0- 20   36.854   44.591 (1398)
1518 Maine-Augusta                  2- 18   36.664   41.655 (1491)
1519 Emmaus Bible                   1-  9   36.660   42.843 (1464)
1520 Redeemer                       0- 13   36.462   44.542 (1405)
1521 Mount Allison                  3- 10   35.782   38.832 (1520)
1522 Green Mountain                 0-  6   35.717   44.135 (1424)
1523 AFLBS                          0-  3   35.677   41.615 (1492)
1524 Limoilou                       0-  8   35.265   40.748 (1501)
1525 Calvary Bible                  0-  4   35.121   44.781 (1387)
1526 Crandall                       2-  8   34.755   38.411 (1526)
1527 Culinary Institute             2-  4   34.712   38.092 (1531)
1528 Assiniboine CC                 0-  5   34.686   40.642 (1503)
1529 UNB-Saint John                 2-  9   33.886   38.280 (1528)
1530 Nova Scotia Ag Col             2- 10   33.306   38.245 (1530)
1531 Mid-Atlantic Chr               1-  5   33.165   36.624 (1537)
1532 Pratt Institute                1-  3   33.050   36.943 (1535)
1533 Neb Coll of Tech Agr           0-  1   32.689   40.827 (1499)
1534 Hampshire                      0-  3   31.620   40.205 (1509)
1535 Nebraska Christian             0-  2   31.506   43.314 (1449)
1536 Patrick Henry                  0-  4   30.768   38.674 (1521)
1537 Appalachian Bible              0-  2   30.520   38.295 (1527)
1538 Unity                          0-  5   30.179   39.218 (1519)
1539 Webb Institute                 1-  3   29.529   33.180 (1540)
1540 Sarah Lawrence                 1-  5   29.025   36.625 (1536)
